left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"Sam tried to paint a picture of shepherds with sheep, but",they,ended up looking more like dogs.,"The shepherds,The sheep",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Sam tried to paint a picture of shepherds with sheep, but

 OPTIONS: 
- The shepherds ended up looking more like dogs.
 - The sheep ended up looking more like dogs.
Output: ",the sheep ended up looking more like dogs,the sheep ended up looking more like dogs,True,2
"Mary tucked her daughter Anne into bed, so that",she,could work.,"Mary,Mary's daughter",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Mary tucked her daughter Anne into bed, so that

 OPTIONS: 
- Mary could work.
 - Mary's daughter could work.
Output: ",mary could work,mary could work,True,2
"Mary tucked her daughter Anne into bed, so that",she,could sleep.,"Mary,Mary's daughter",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Mary tucked her daughter Anne into bed, so that

 OPTIONS: 
- Mary could sleep.
 - Mary's daughter could sleep.
Output: ",mary could sleep,marys daughter could sleep,False,2
"Fred and Alice had very warm down coats, but",they,were not prepared for the cold in Alaska.,"Fred and Alice,coats",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred and Alice had very warm down coats, but

 OPTIONS: 
- Fred and Alice were not prepared for the cold in Alaska.
 - coats were not prepared for the cold in Alaska.
Output: ",fred and alice were not prepared for the cold in alaska,fred and alice were not prepared for the cold in alaska,True,2
"Fred and Alice had very warm down coats, but",they,were not enough for the cold in Alaska.,"Fred and Alice,coats",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred and Alice had very warm down coats, but

 OPTIONS: 
- Fred and Alice were not enough for the cold in Alaska.
 - coats were not enough for the cold in Alaska.
Output: ",fred and alice were not enough for the cold in alaska,coats were not enough for the cold in alaska,False,2
Thomson visited Cooper's grave in 1765. At that date,he,had been travelling for five years.,"Thomson,Cooper",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Thomson visited Cooper's grave in 1765. At that date

 OPTIONS: 
- Thomson had been travelling for five years.
 - Cooper had been travelling for five years.
Output: ",thomson had been travelling for five years,thomson had been travelling for five years,True,2
Thomson visited Cooper's grave in 1765. At that date,he,had been dead for five years.,"Thomson,Cooper",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Thomson visited Cooper's grave in 1765. At that date

 OPTIONS: 
- Thomson had been dead for five years.
 - Cooper had been dead for five years.
Output: ",thomson had been dead for five years,cooper had been dead for five years,False,2
"Jackson was greatly influenced by Arnold, though",he,lived two centuries later.,"Jackson,Arnold",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Jackson was greatly influenced by Arnold, though

 OPTIONS: 
- Jackson lived two centuries later.
 - Arnold lived two centuries later.
Output: ",arnold lived two centuries later,jackson lived two centuries later,False,2
"Jackson was greatly influenced by Arnold, though",he,lived two centuries earlier.,"Jackson,Arnold",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Jackson was greatly influenced by Arnold, though

 OPTIONS: 
- Jackson lived two centuries earlier.
 - Arnold lived two centuries earlier.
Output: ",arnold lived two centuries earlier,arnold lived two centuries earlier,True,2
I can't cut that tree down with that axe;,it,is too thick.,"The tree,The axe",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

I can't cut that tree down with that axe;

 OPTIONS: 
- The tree is too thick.
 - The axe is too thick.
Output: ",the tree is too thick,the tree is too thick,True,2
I can't cut that tree down with that axe;,it,is too small.,"The tree,The axe",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

I can't cut that tree down with that axe;

 OPTIONS: 
- The tree is too small.
 - The axe is too small.
Output: ",the tree is too small,the axe is too small,False,2
The foxes are getting in at night and attacking the chickens. I shall have to kill,them,.,"The foxes,The chickens",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens. I shall have to kill

 OPTIONS: 
- The foxes .
 - The chickens .
Output: ",the chickens,the foxes,False,2
The foxes are getting in at night and attacking the chickens. I shall have to guard,them,.,"The foxes,The chickens",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens. I shall have to guard

 OPTIONS: 
- The foxes .
 - The chickens .
Output: ",the chickens,the chickens,True,2
The foxes are getting in at night and attacking the chickens.,They,have gotten very bold.,"The foxes,The chickens",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens.

 OPTIONS: 
- The foxes have gotten very bold.
 - The chickens have gotten very bold.
Output: ",the chickens have gotten very bold,the foxes have gotten very bold,False,2
The foxes are getting in at night and attacking the chickens.,They,have gotten very nervous.,"The foxes,The chickens",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens.

 OPTIONS: 
- The foxes have gotten very nervous.
 - The chickens have gotten very nervous.
Output: ",the chickens have gotten very nervous,the chickens have gotten very nervous,True,2
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened",them,when the wind stopped.,"His eyes,His hands",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred covered his eyes with his hands, because the wind was blowing sand around. He opened

 OPTIONS: 
- His eyes when the wind stopped.
 - His hands when the wind stopped.
Output: ",his hands when the wind stopped,his eyes when the wind stopped,False,2
"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered",them,when the wind stopped.,"His eyes,His hands",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered

 OPTIONS: 
- His eyes when the wind stopped.
 - His hands when the wind stopped.
Output: ",his hands when the wind stopped,his hands when the wind stopped,True,2
"The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured",it,was too hard to pronounce.,"Terpsichore,Tina",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured

 OPTIONS: 
- Terpsichore was too hard to pronounce.
 - Tina was too hard to pronounce.
Output: ",terpsichore was too hard to pronounce,terpsichore was too hard to pronounce,True,2
"The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured",it,was easier to pronounce.,"Terpsichore,Tina",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured

 OPTIONS: 
- Terpsichore was easier to pronounce.
 - Tina was easier to pronounce.
Output: ",terpsichore was easier to pronounce,tina was easier to pronounce,False,2
Fred watched TV while George went out to buy groceries. After an hour,he,got up.,"Fred,George",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred watched TV while George went out to buy groceries. After an hour

 OPTIONS: 
- Fred got up.
 - George got up.
Output: ",fred got up,fred got up,True,2
Fred watched TV while George went out to buy groceries. After an hour,he,got back.,"Fred,George",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred watched TV while George went out to buy groceries. After an hour

 OPTIONS: 
- Fred got back.
 - George got back.
Output: ",fred got back,george got back,False,2
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,on.,"The dishwasher,The TV",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

 OPTIONS: 
- The dishwasher on.
 - The TV on.
Output: ",the tv on,the dishwasher on,False,2
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,off.,"The dishwasher,The TV",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

 OPTIONS: 
- The dishwasher off.
 - The TV off.
Output: ",the tv off,the tv off,True,2
Fred is the only man still alive who remembers my great-grandfather.,He,is a remarkable man.,"Fred,My great-grandfather",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred is the only man still alive who remembers my great-grandfather.

 OPTIONS: 
- Fred is a remarkable man.
 - My great-grandfather is a remarkable man.
Output: ",fred is a remarkable man,fred is a remarkable man,True,2
Fred is the only man still alive who remembers my great-grandfather.,He,was a remarkable man.,"Fred,My great-grandfather",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred is the only man still alive who remembers my great-grandfather.

 OPTIONS: 
- Fred was a remarkable man.
 - My great-grandfather was a remarkable man.
Output: ",fred was a remarkable man,my greatgrandfather was a remarkable man,False,2
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve years old.,"Fred,My father",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

 OPTIONS: 
- Fred was twelve years old.
 - My father was twelve years old.
Output: ",fred was twelve years old,fred was twelve years old,True,2
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve months old.,"Fred,My father",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

 OPTIONS: 
- Fred was twelve months old.
 - My father was twelve months old.
Output: ",fred was twelve months old,my father was twelve months old,False,2
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were defeated within weeks.,"Kamchatka,Yakutsk",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

 OPTIONS: 
- Kamchatka were defeated within weeks.
 - Yakutsk were defeated within weeks.
Output: ",kamchatka were defeated within weeks,kamchatka were defeated within weeks,True,2
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were victorious within weeks.,"Kamchatka,Yakutsk",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

 OPTIONS: 
- Kamchatka were victorious within weeks.
 - Yakutsk were victorious within weeks.
Output: ",kamchatka were victorious within weeks,yakutsk were victorious within weeks,False,2
Look! There is a minnow swimming right below that duck!,It,had better get away to safety fast!,"The minnow,The duck",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Look! There is a minnow swimming right below that duck!

 OPTIONS: 
- The minnow had better get away to safety fast!
 - The duck had better get away to safety fast!
Output: ",the minnow had better get away to safety fast,the minnow had better get away to safety fast,True,2
Look! There is a shark swimming right below that duck!,It,had better get away to safety fast!,"The shark,The duck",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Look! There is a shark swimming right below that duck!

 OPTIONS: 
- The shark had better get away to safety fast!
 - The duck had better get away to safety fast!
Output: ",the duck had better get away to safety fast,the duck had better get away to safety fast,True,2
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for evidence on the river banks.,"Archaeologists,Prehistoric humans",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

 OPTIONS: 
- Archaeologists hunted for evidence on the river banks.
 - Prehistoric humans hunted for evidence on the river banks.
Output: ",archaeologists hunted for evidence on the river banks,archaeologists hunted for evidence on the river banks,True,2
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for deer on the river banks.,"Archaeologists,Prehistoric humans",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

 OPTIONS: 
- Archaeologists hunted for deer on the river banks.
 - Prehistoric humans hunted for deer on the river banks.
Output: ",archaeologists hunted for deer on the river banks,prehistoric humans hunted for deer on the river banks,False,2
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,began two years ago.,"The scientists,The fish",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

 OPTIONS: 
- The scientists began two years ago.
 - The fish began two years ago.
Output: ",the fish began two years ago,the scientists began two years ago,False,2
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,appeared two years ago.,"The scientists,The fish",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

 OPTIONS: 
- The scientists appeared two years ago.
 - The fish appeared two years ago.
Output: ",the fish appeared two years ago,the fish appeared two years ago,True,2
The journalists interviewed the stars of the new movie.,They,"were very persistent, so the interview lasted for a long time.","The journalists,The stars",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The journalists interviewed the stars of the new movie.

 OPTIONS: 
- The journalists were very persistent, so the interview lasted for a long time.
 - The stars were very persistent, so the interview lasted for a long time.
Output: ",the journalists were very persistent so the interview lasted for a long time,the journalists were very persistent so the interview lasted for a long time,True,2
The journalists interviewed the stars of the new movie.,They,"were very cooperative, so the interview lasted for a long time.","The journalists,The stars",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The journalists interviewed the stars of the new movie.

 OPTIONS: 
- The journalists were very cooperative, so the interview lasted for a long time.
 - The stars were very cooperative, so the interview lasted for a long time.
Output: ",the journalists were very cooperative so the interview lasted for a long time,the stars were very cooperative so the interview lasted for a long time,False,2
The police arrested all of the gang members.,They,were trying to stop the drug trade in the neighborhood.,"The police,The gang members",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The police arrested all of the gang members.

 OPTIONS: 
- The police were trying to stop the drug trade in the neighborhood.
 - The gang members were trying to stop the drug trade in the neighborhood.
Output: ",the police were trying to stop the drug trade in the neighborhood,the police were trying to stop the drug trade in the neighborhood,True,2
The police arrested all of the gang members.,They,were trying to run the drug trade in the neighborhood.,"The police,The gang members",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The police arrested all of the gang members.

 OPTIONS: 
- The police were trying to run the drug trade in the neighborhood.
 - The gang members were trying to run the drug trade in the neighborhood.
Output: ",the police were trying to run the drug trade in the neighborhood,the gang members were trying to run the drug trade in the neighborhood,False,2
I put the cake away in the refrigerator.,It,has a lot of butter in it.,"The cake,The refrigerator",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

I put the cake away in the refrigerator.

 OPTIONS: 
- The cake has a lot of butter in it.
 - The refrigerator has a lot of butter in it.
Output: ",the refrigerator has a lot of butter in it,the cake has a lot of butter in it,False,2
I put the cake away in the refrigerator.,It,has a lot of leftovers in it.,"The cake,The refrigerator",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

I put the cake away in the refrigerator.

 OPTIONS: 
- The cake has a lot of leftovers in it.
 - The refrigerator has a lot of leftovers in it.
Output: ",the refrigerator has a lot of leftovers in it,the refrigerator has a lot of leftovers in it,True,2
Sam broke both his ankles and he's walking with crutches. But a month or so from now,they,should be better.,"The ankles,The crutches",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Sam broke both his ankles and he's walking with crutches. But a month or so from now

 OPTIONS: 
- The ankles should be better.
 - The crutches should be better.
Output: ",the ankles should be better,the ankles should be better,True,2
Sam broke both his ankles and he's walking with crutches. But a month or so from now,they,should be unnecessary.,"The ankles,The crutches",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Sam broke both his ankles and he's walking with crutches. But a month or so from now

 OPTIONS: 
- The ankles should be unnecessary.
 - The crutches should be unnecessary.
Output: ",the ankles should be unnecessary,the crutches should be unnecessary,False,2
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.",They,were very much in the minority.,"The sponsors,The opponents",0,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.

 OPTIONS: 
- The sponsors were very much in the minority.
 - The opponents were very much in the minority.
Output: ",the sponsors were very much in the minority,the sponsors were very much in the minority,True,2
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.",They,were very much in the majority.,"The sponsors,The opponents",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee had pollen. 
-  the flower had pollen.
Output: the flower had pollen.
=======================================
How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.

 OPTIONS: 
- The sponsors were very much in the majority.
 - The opponents were very much in the majority.
Output: ",the sponsors were very much in the majority,the opponents were very much in the majority,False,2
