left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,off.,"The dishwasher,The TV",1,"How does the sentence end?

Kurt flew in Alex's plane, and

OPTIONS: 
- Kurt
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kurt thanked him.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The judge voted favorably.

How does the sentence end?

John remembered Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill was memorable.

How does the sentence end ?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

OPTIONS: 
- The dishwasher off.
- The TV off.
Thought: Use similar thought as before.
Output: ",the tv off,the tv off,True,3
Fred is the only man still alive who remembers my great-grandfather.,He,is a remarkable man.,"Fred,My great-grandfather",0,"How does the sentence end?

Jimbo was afraid of Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo gets scared around new people.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

The river destroyed the bridge because

OPTIONS: 
- The river
- the bridge
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The river was high.

How does the sentence end ?

Fred is the only man still alive who remembers my great-grandfather.

OPTIONS: 
- Fred is a remarkable man.
- My great-grandfather is a remarkable man.
Thought: Use similar thought as before.
Output: ",fred is a remarkable man,fred is a remarkable man,True,3
Fred is the only man still alive who remembers my great-grandfather.,He,was a remarkable man.,"Fred,My great-grandfather",1,"How does the sentence end?

The zombies chased the survivors because

OPTIONS: 
- The zombies
- the survivors
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the survivors were tasty.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jack is a good samaritan.

How does the sentence end?

The government tried to free the journalists from North Korea, but

OPTIONS: 
- The government
- the journalists
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the journalists were held captive.

How does the sentence end ?

Fred is the only man still alive who remembers my great-grandfather.

OPTIONS: 
- Fred was a remarkable man.
- My great-grandfather was a remarkable man.
Thought: Use similar thought as before.
Output: ",fred was a remarkable man,my greatgrandfather was a remarkable man,False,3
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve years old.,"Fred,My father",0,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Spiderman is a good guy.

How does the sentence end?

Keith fired Blaine even though

OPTIONS: 
- Keith
- Blaine
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Blaine is diligent.

How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the dog was a good companion.

How does the sentence end ?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

OPTIONS: 
- Fred was twelve years old.
- My father was twelve years old.
Thought: Use similar thought as before.
Output: ",fred was twelve years old,fred was twelve years old,True,3
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve months old.,"Fred,My father",1,"How does the sentence end?

The boy ran from the cop because

OPTIONS: 
- The boy
- the cop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the cop saw the crime.

How does the sentence end?

Todd told Bill that

OPTIONS: 
- Todd
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill should run the presidency race.

How does the sentence end?

A monkey ate a lizard and

OPTIONS: 
- A monkey
- a lizard
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: A monkey licked its lips.

How does the sentence end ?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

OPTIONS: 
- Fred was twelve months old.
- My father was twelve months old.
Thought: Use similar thought as before.
Output: ",fred was twelve months old,my father was twelve months old,False,3
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were defeated within weeks.,"Kamchatka,Yakutsk",0,"How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The kitten was bored.

How does the sentence end?

Mary lied to Sue and

OPTIONS: 
- Mary
- Sue
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary asked for forgiveness.

How does the sentence end?

The couple took the car to the shop on Tuesday, but

OPTIONS: 
- The couple
- the shop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The couple will not have to pay until next week.

How does the sentence end ?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

OPTIONS: 
- Kamchatka were defeated within weeks.
- Yakutsk were defeated within weeks.
Thought: Use similar thought as before.
Output: ",kamchatka were defeated within weeks,kamchatka were defeated within weeks,True,3
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were victorious within weeks.,"Kamchatka,Yakutsk",1,"How does the sentence end?

The team decided to cancel their relations with AT&T Corporate because

OPTIONS: 
- The team
- ATT Corporate
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The team ran out of money.

How does the sentence end?

The infection spread throughout the building because

OPTIONS: 
- The infection
- the building
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The infection was airborne.

How does the sentence end?

The mysterious creature is drinking whiskey because

OPTIONS: 
- The mysterious creature
- whiskey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: whiskey tastes good.

How does the sentence end ?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

OPTIONS: 
- Kamchatka were victorious within weeks.
- Yakutsk were victorious within weeks.
Thought: Use similar thought as before.
Output: ",kamchatka were victorious within weeks,yakutsk were victorious within weeks,False,3
Look! There is a minnow swimming right below that duck!,It,had better get away to safety fast!,"The minnow,The duck",0,"How does the sentence end?

John asked the scientist what

OPTIONS: 
- John
- the scientist
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John could do to help.

How does the sentence end?

Steve loved Bush but

OPTIONS: 
- Steve
- Bush
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Steve did not tell.

How does the sentence end?

Seth is a smarter than Sai, and consequently

OPTIONS: 
- Seth
- Sai
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sai did worse in the job interview.

How does the sentence end ?

Look! There is a minnow swimming right below that duck!

OPTIONS: 
- The minnow had better get away to safety fast!
- The duck had better get away to safety fast!
Thought: Use similar thought as before.
Output: ",the duck had better get away to safety fast,the minnow had better get away to safety fast,False,3
Look! There is a shark swimming right below that duck!,It,had better get away to safety fast!,"The shark,The duck",1,"How does the sentence end?

Kurt flew in Alex's plane, and

OPTIONS: 
- Kurt
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Alex asked him to come again.

How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the yarn was fun.

How does the sentence end?

James cheated off Henry's test, and the Teacher told

OPTIONS: 
- James
- Henry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Henry .

How does the sentence end ?

Look! There is a shark swimming right below that duck!

OPTIONS: 
- The shark had better get away to safety fast!
- The duck had better get away to safety fast!
Thought: Use similar thought as before.
Output: ",the duck had better get away to safety fast,the duck had better get away to safety fast,True,3
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for evidence on the river banks.,"Archaeologists,Prehistoric humans",0,"How does the sentence end?

The zombies chased the survivors because

OPTIONS: 
- The zombies
- the survivors
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the survivors were tasty.

How does the sentence end?

The striker scored on the goalie because

OPTIONS: 
- The striker
- the goalie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the goalie was caught off guard.

How does the sentence end?

The authorities detained the hikers because

OPTIONS: 
- The authorities
- the hikers
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The authorities were prejudiced.

How does the sentence end ?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

OPTIONS: 
- Archaeologists hunted for evidence on the river banks.
- Prehistoric humans hunted for evidence on the river banks.
Thought: Use similar thought as before.
Output: ",prehistoric humans hunted for evidence on the river banks,archaeologists hunted for evidence on the river banks,False,3
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for deer on the river banks.,"Archaeologists,Prehistoric humans",1,"How does the sentence end?

Fred drove to Mack's tire shop, and

OPTIONS: 
- Fred
- Mack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mack sold a tire.

How does the sentence end?

The school denied parents parking permits because

OPTIONS: 
- The school
- parents
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The school did not want the parking lots to be over crowded with cars.

How does the sentence end?

Sally gave Kelly a doll because

OPTIONS: 
- Sally
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kelly loved dolls.

How does the sentence end ?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

OPTIONS: 
- Archaeologists hunted for deer on the river banks.
- Prehistoric humans hunted for deer on the river banks.
Thought: Use similar thought as before.
Output: ",prehistoric humans hunted for deer on the river banks,prehistoric humans hunted for deer on the river banks,True,3
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,began two years ago.,"The scientists,The fish",0,"How does the sentence end?

The army crossed the river because

OPTIONS: 
- The army
- the river
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The army was retreating.

How does the sentence end?

The infection spread throughout the building because

OPTIONS: 
- The infection
- the building
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the building was ventilated.

How does the sentence end?

Excalibur spent time with the stone because

OPTIONS: 
- Excalibur
- the stone
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the stone was very smooth and sturdy.

How does the sentence end ?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

OPTIONS: 
- The scientists began two years ago.
- The fish began two years ago.
Thought: Use similar thought as before.
Output: ",the scientists began two years ago,the scientists began two years ago,True,3
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,appeared two years ago.,"The scientists,The fish",1,"How does the sentence end?

Mr. Sanders gave James a promotion because

OPTIONS: 
- Mr Sanders
- James
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: James has done good work.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police were preventing trouble.

How does the sentence end?

The lumberjacks cut the trees so

OPTIONS: 
- The lumberjacks
- the trees
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the trees could be sold.

How does the sentence end ?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

OPTIONS: 
- The scientists appeared two years ago.
- The fish appeared two years ago.
Thought: Use similar thought as before.
Output: ",the fish appeared two years ago,the fish appeared two years ago,True,3
The journalists interviewed the stars of the new movie.,They,"were very persistent, so the interview lasted for a long time.","The journalists,The stars",0,"How does the sentence end?

Allen chased the leprechaun because

OPTIONS: 
- Allen
- the leprechaun
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the leprechaun had a pot of gold.

How does the sentence end?

Mark tackled the quarterback, but

OPTIONS: 
- Mark
- the quarterback
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mark was penalized.

How does the sentence end?

Chuck Norris can beat any man in a fight, unless

OPTIONS: 
- Chuck Norris
- any man
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Chuck Norris is tied up and blindfolded.

How does the sentence end ?

The journalists interviewed the stars of the new movie.

OPTIONS: 
- The journalists were very persistent, so the interview lasted for a long time.
- The stars were very persistent, so the interview lasted for a long time.
Thought: Use similar thought as before.
Output: ",the journalists were very persistent so the interview lasted for a long time,the journalists were very persistent so the interview lasted for a long time,True,3
The journalists interviewed the stars of the new movie.,They,"were very cooperative, so the interview lasted for a long time.","The journalists,The stars",1,"How does the sentence end?

I chopped down the tree with my axe because

OPTIONS: 
- the tree
- my axe
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: my axe was sharp.

How does the sentence end?

Medvedev will cede the presidency to Putin because

OPTIONS: 
- Medvedev
- Putin
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Medvedev is less popular.

How does the sentence end?

The river destroyed the bridge because

OPTIONS: 
- The river
- the bridge
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the bridge was low.

How does the sentence end ?

The journalists interviewed the stars of the new movie.

OPTIONS: 
- The journalists were very cooperative, so the interview lasted for a long time.
- The stars were very cooperative, so the interview lasted for a long time.
Thought: Use similar thought as before.
Output: ",the journalists were very cooperative so the interview lasted for a long time,the stars were very cooperative so the interview lasted for a long time,False,3
The police arrested all of the gang members.,They,were trying to stop the drug trade in the neighborhood.,"The police,The gang members",0,"How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Tina got wet.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The group are lazy.

How does the sentence end?

Walmart is promoting their Black Friday sale heavily in commercials because

OPTIONS: 
- Walmart
- commercials
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Walmart want to start off the Christmas season successfully in sales.

How does the sentence end ?

The police arrested all of the gang members.

OPTIONS: 
- The police were trying to stop the drug trade in the neighborhood.
- The gang members were trying to stop the drug trade in the neighborhood.
Thought: Use similar thought as before.
Output: ",the police were trying to stop the drug trade in the neighborhood,the police were trying to stop the drug trade in the neighborhood,True,3
The police arrested all of the gang members.,They,were trying to run the drug trade in the neighborhood.,"The police,The gang members",1,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Magnito is a bad guy.

How does the sentence end?

Bill returned Jim twenty dollars because

OPTIONS: 
- Bill
- Jim
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill borrowed money.

How does the sentence end?

Paper beats rock, but

OPTIONS: 
- Paper
- rock
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: rock is able to beat scissors.

How does the sentence end ?

The police arrested all of the gang members.

OPTIONS: 
- The police were trying to run the drug trade in the neighborhood.
- The gang members were trying to run the drug trade in the neighborhood.
Thought: Use similar thought as before.
Output: ",the police were trying to run the drug trade in the neighborhood,the gang members were trying to run the drug trade in the neighborhood,False,3
I put the cake away in the refrigerator.,It,has a lot of butter in it.,"The cake,The refrigerator",0,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the bowling ball returned.

How does the sentence end?

The brown fox jumped over the dog because

OPTIONS: 
- The brown fox
- the dog
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the dog was lazy.

How does the sentence end?

Bush beat Gore because

OPTIONS: 
- Bush
- Gore
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bush rigged the election.

How does the sentence end ?

I put the cake away in the refrigerator.

OPTIONS: 
- The cake has a lot of butter in it.
- The refrigerator has a lot of butter in it.
Thought: Use similar thought as before.
Output: ",the refrigerator has a lot of butter in it,the cake has a lot of butter in it,False,3
I put the cake away in the refrigerator.,It,has a lot of leftovers in it.,"The cake,The refrigerator",1,"How does the sentence end?

Aaron kissed Dan because

OPTIONS: 
- Aaron
- Dan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Dan wanted him to.

How does the sentence end?

John ridiculed Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John liked to look down upon others.

How does the sentence end?

Sally kicked Mary and

OPTIONS: 
- Sally
- Mary
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary was hurt.

How does the sentence end ?

I put the cake away in the refrigerator.

OPTIONS: 
- The cake has a lot of leftovers in it.
- The refrigerator has a lot of leftovers in it.
Thought: Use similar thought as before.
Output: ",the refrigerator has a lot of leftovers in it,the refrigerator has a lot of leftovers in it,True,3
Sam broke both his ankles and he's walking with crutches. But a month or so from now,they,should be better.,"The ankles,The crutches",0,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Spiderman is a good guy.

How does the sentence end?

The Roman legion attacked the Persians because

OPTIONS: 
- The Roman legion
- the Persians
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The Roman legion felt threatened.

How does the sentence end?

The knife cut through the fence because

OPTIONS: 
- The knife
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the fence was rusty.

How does the sentence end ?

Sam broke both his ankles and he's walking with crutches. But a month or so from now

OPTIONS: 
- The ankles should be better.
- The crutches should be better.
Thought: Use similar thought as before.
Output: ",the ankles should be better,the ankles should be better,True,3
Sam broke both his ankles and he's walking with crutches. But a month or so from now,they,should be unnecessary.,"The ankles,The crutches",1,"How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The kitten was bored.

How does the sentence end?

Keith fired Blaine even though

OPTIONS: 
- Keith
- Blaine
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Blaine is diligent.

How does the sentence end?

A biker sped past an officer and

OPTIONS: 
- A biker
- an officer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: an officer turned on his siren.

How does the sentence end ?

Sam broke both his ankles and he's walking with crutches. But a month or so from now

OPTIONS: 
- The ankles should be unnecessary.
- The crutches should be unnecessary.
Thought: Use similar thought as before.
Output: ",the ankles should be unnecessary,the crutches should be unnecessary,False,3
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.",They,were very much in the minority.,"The sponsors,The opponents",0,"How does the sentence end?

Bill returned Jim twenty dollars because

OPTIONS: 
- Bill
- Jim
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill borrowed money.

How does the sentence end?

Mr. Sanders gave James a promotion because

OPTIONS: 
- Mr Sanders
- James
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: James has done good work.

How does the sentence end?

Joy was jealous of Jenny because

OPTIONS: 
- Joy
- Jenny
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jenny was making more money than her.

How does the sentence end ?

When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.

OPTIONS: 
- The sponsors were very much in the minority.
- The opponents were very much in the minority.
Thought: Use similar thought as before.
Output: ",the sponsors were very much in the minority,the sponsors were very much in the minority,True,3
"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.",They,were very much in the majority.,"The sponsors,The opponents",1,"How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his boss did not give one.

How does the sentence end?

The boy ran from the cop because

OPTIONS: 
- The boy
- the cop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy committed the crime.

How does the sentence end?

Our professor told the TA that

OPTIONS: 
- Our professor
- the TA
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the TA could have the day off.

How does the sentence end ?

When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.

OPTIONS: 
- The sponsors were very much in the majority.
- The opponents were very much in the majority.
Thought: Use similar thought as before.
Output: ",the sponsors were very much in the majority,the opponents were very much in the majority,False,3
"Everyone really loved the oatmeal cookies; only a few people liked the  chocolate chip cookies. Next time, we should make more of",them,.,"The oatmeal cookies,The chocolate chip cookies",0,"How does the sentence end?

The train conductor admonished the man standing in the doorway because

OPTIONS: 
- The train conductor
- the man standing in the doorway
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the man standing in the doorway was not following the rules.

How does the sentence end?

Jennifer Aniston does not like Angelina Jolie because

OPTIONS: 
- Jennifer Aniston
- Angelina Jolie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jennifer Aniston is jealous of her relationship.

How does the sentence end?

DC Universe went free to play while World of Warcraft is subscription based, because

OPTIONS: 
- DC Universe
- World of Warcraft
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: World of Warcraft have maintained enough users to continue with their current payment model.

How does the sentence end ?

Everyone really loved the oatmeal cookies; only a few people liked the  chocolate chip cookies. Next time, we should make more of

OPTIONS: 
- The oatmeal cookies .
- The chocolate chip cookies .
Thought: Use similar thought as before.
Output: ",the oatmeal cookies,the oatmeal cookies,True,3
"Everyone really loved the oatmeal cookies; only a few people liked the  chocolate chip cookies. Next time, we should make fewer of",them,.,"The oatmeal cookies,The chocolate chip cookies",1,"How does the sentence end?

John flicked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John saw a fly on his shirt.

How does the sentence end?

The magician pulled a rabbit out of

OPTIONS: 
- The magician
- a rabbit
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: a rabbit cage.

How does the sentence end?

Gartok defeated Grognak because

OPTIONS: 
- Gartok
- Grognak
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Grognak was puny and weak.

How does the sentence end ?

Everyone really loved the oatmeal cookies; only a few people liked the  chocolate chip cookies. Next time, we should make fewer of

OPTIONS: 
- The oatmeal cookies .
- The chocolate chip cookies .
Thought: Use similar thought as before.
Output: ",the oatmeal cookies,the chocolate chip cookies,False,3
"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of",them,.,"copies of the newsletter,chairs",0,"How does the sentence end?

The bus driver yelled at a kid after

OPTIONS: 
- The bus driver
- a kid
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: a kid broke a window.

How does the sentence end?

The cat broke the glass because

OPTIONS: 
- The cat
- the glass
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cat was clumsy.

How does the sentence end?

Sega lost to Nintendo because

OPTIONS: 
- Sega
- Nintendo
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sega were inferior.

How does the sentence end ?

We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of

OPTIONS: 
- copies of the newsletter .
- chairs .
Thought: Use similar thought as before.
Output: ",copies of the newsletter,copies of the newsletter,True,3
"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of",them,.,"copies of the newsletter,chairs",1,"How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his boss did not give one.

How does the sentence end?

Jacob gave William money because

OPTIONS: 
- Jacob
- William
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: William needed some.

How does the sentence end?

Sally gave Kelly a doll because

OPTIONS: 
- Sally
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kelly loved dolls.

How does the sentence end ?

We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of

OPTIONS: 
- copies of the newsletter .
- chairs .
Thought: Use similar thought as before.
Output: ",copies of the newsletter,chairs,False,3
"I stuck a pin through a carrot. When I pulled the pin out,",it,left a hole.,"The pin,The carrot",0,"How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Derrick did not get one.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy could not speak.

How does the sentence end?

Katie accused Jane but

OPTIONS: 
- Katie
- Jane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jane was not found guilty.

How does the sentence end ?

I stuck a pin through a carrot. When I pulled the pin out,

OPTIONS: 
- The pin left a hole.
- The carrot left a hole.
Thought: Use similar thought as before.
Output: ",the pin left a hole,the pin left a hole,True,3
"I stuck a pin through a carrot. When I pulled the pin out,",it,had a hole.,"The pin,The carrot",1,"How does the sentence end?

Cats are smarter than dogs because

OPTIONS: 
- Cats
- dogs
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: dogs bark for no reason.

How does the sentence end?

Sally gave Kelly a doll because

OPTIONS: 
- Sally
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kelly loved dolls.

How does the sentence end?

Steve loved Bush but

OPTIONS: 
- Steve
- Bush
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Steve did not tell.

How does the sentence end ?

I stuck a pin through a carrot. When I pulled the pin out,

OPTIONS: 
- The pin had a hole.
- The carrot had a hole.
Thought: Use similar thought as before.
Output: ",the pin had a hole,the carrot had a hole,False,3
"I couldn't find a spoon, so I tried using a pen to stir my  coffee. But that turned out to be a bad idea, because",it,got full of coffee.,"The pen,The coffee",0,"How does the sentence end?

John gave a large sum of money to Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John had extra.

How does the sentence end?

The wine busted the cask because

OPTIONS: 
- The wine
- the cask
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The wine was too carbonated.

How does the sentence end?

Hybrid cars are much more fuel efficient than gasoline powered cars, but

OPTIONS: 
- Hybrid cars
- gasoline powered cars
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: gasoline powered cars are still the most used cars today.

How does the sentence end ?

I couldn't find a spoon, so I tried using a pen to stir my  coffee. But that turned out to be a bad idea, because

OPTIONS: 
- The pen got full of coffee.
- The coffee got full of coffee.
Thought: Use similar thought as before.
Output: ",the coffee got full of coffee,the pen got full of coffee,False,3
