left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured",it,was too hard to pronounce.,"Terpsichore,Tina",0,"How does the sentence end?

Alexandra told Kelly not to get a tattoo because

OPTIONS: 
- Alexandra
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Alexandra raised her conservatively.

How does the sentence end?

John disliked Bill and

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John did not pick him.

How does the sentence end?

The museum curator looked at the patron and said

OPTIONS: 
- The museum curator
- the patron
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the patron should leave.

How does the sentence end?

The government wants to prohibit the people from playing chess on Monday because

OPTIONS: 
- The government
- the people
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the people have to work.

How does the sentence end?

Steve Ballmer took over as CEO of Microsoft after Bill Gates because

OPTIONS: 
- Steve Ballmer
- Bill Gates
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Steve Ballmer was a unicorn.

How does the sentence end ?

The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured

OPTIONS: 
- Terpsichore was too hard to pronounce.
- Tina was too hard to pronounce.
Thought: Use similar thought as before.
Output: ",terpsichore was too hard to pronounce,terpsichore was too hard to pronounce,True,5
"The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured",it,was easier to pronounce.,"Terpsichore,Tina",1,"How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the contestant received the gold medal.

How does the sentence end?

The Secretary and the President met about

OPTIONS: 
- The Secretary
- the President
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the President being elected.

How does the sentence end?

The boulder dropped into the river, but

OPTIONS: 
- The boulder
- the river
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the river continued to flow.

How does the sentence end?

Apple sued Samsung because

OPTIONS: 
- Apple
- Samsung
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Samsung made a product that has similarities with their own.

How does the sentence end?

McDonalds has many more restaurants than Chick Filet worldwide because

OPTIONS: 
- McDonalds
- Chick Filet
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: McDonalds are a globally known.

How does the sentence end ?

The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured

OPTIONS: 
- Terpsichore was easier to pronounce.
- Tina was easier to pronounce.
Thought: Use similar thought as before.
Output: ",tina was easier to pronounce,tina was easier to pronounce,True,5
Fred watched TV while George went out to buy groceries. After an hour,he,got up.,"Fred,George",0,"How does the sentence end?

The man stole the neighbor's bike because

OPTIONS: 
- The man
- the neighbor
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The man needed one.

How does the sentence end?

The bespeckled old man slowly waved at the passing trolley passenger because

OPTIONS: 
- The bespeckled old man
- the passing trolley passenger
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bespeckled old man waves at everybody.

How does the sentence end?

Sam helped Davey fortify their bunker because

OPTIONS: 
- Sam
- Davey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sam wanted to be a good friend.

How does the sentence end?

The mysterious creature is drinking whiskey because

OPTIONS: 
- The mysterious creature
- whiskey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: whiskey tastes good.

How does the sentence end?

Sega lost to Nintendo because

OPTIONS: 
- Sega
- Nintendo
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Nintendo were superior.

How does the sentence end ?

Fred watched TV while George went out to buy groceries. After an hour

OPTIONS: 
- Fred got up.
- George got up.
Thought: Use similar thought as before.
Output: ",fred got up,fred got up,True,5
Fred watched TV while George went out to buy groceries. After an hour,he,got back.,"Fred,George",1,"How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy could not speak.

How does the sentence end?

Michael asked Jacob to dance because

OPTIONS: 
- Michael
- Jacob
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael felt sorry for him.

How does the sentence end?

John fired Dave because

OPTIONS: 
- John
- Dave
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John had too many employees.

How does the sentence end?

The product fair showed Office 365, and

OPTIONS: 
- The product fair
- Office 365
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The product fair had a lot of attendees.

How does the sentence end?

The boulder dropped into the river, but

OPTIONS: 
- The boulder
- the river
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boulder continued to roll.

How does the sentence end ?

Fred watched TV while George went out to buy groceries. After an hour

OPTIONS: 
- Fred got back.
- George got back.
Thought: Use similar thought as before.
Output: ",george got back,george got back,True,5
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,on.,"The dishwasher,The TV",0,"How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jack is a good samaritan.

How does the sentence end?

Steve Ballmer took over as CEO of Microsoft after Bill Gates because

OPTIONS: 
- Steve Ballmer
- Bill Gates
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Steve Ballmer was a unicorn.

How does the sentence end?

Neil Patrick Harris is a better singer than Dave Chappelle, since

OPTIONS: 
- Neil Patrick Harris
- Dave Chappelle
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Neil Patrick Harris had experience from Broadway.

How does the sentence end?

Fry's Electronics is more successful than Comp USA since

OPTIONS: 
- Frys Electronics
- Comp USA
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Frys Electronics price their products much lower.

How does the sentence end?

AMD's Bulldozer chips have received lukewarm reception compared to Intel's Sandy Bridge chips since

OPTIONS: 
- AMDs Bulldozer chips
- Intels Sandy Bridge chips
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Intels Sandy Bridge chips were much faster in processing speed.

How does the sentence end ?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

OPTIONS: 
- The dishwasher on.
- The TV on.
Thought: Use similar thought as before.
Output: ",the dishwasher on,the dishwasher on,True,5
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,off.,"The dishwasher,The TV",1,"How does the sentence end?

Kurt flew in Alex's plane, and

OPTIONS: 
- Kurt
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kurt thanked him.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The judge voted favorably.

How does the sentence end?

John remembered Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill was memorable.

How does the sentence end?

Apple sued Samsung because

OPTIONS: 
- Apple
- Samsung
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Samsung made a product that has similarities with their own.

How does the sentence end?

Conan O'Brien replaced Jay Leno as host of Late Night, however,

OPTIONS: 
- Conan OBrien
- Jay Leno
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Conan OBrien was soon removed from that timeslot due to him coming back.

How does the sentence end ?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

OPTIONS: 
- The dishwasher off.
- The TV off.
Thought: Use similar thought as before.
Output: ",the tv off,the tv off,True,5
Fred is the only man still alive who remembers my great-grandfather.,He,is a remarkable man.,"Fred,My great-grandfather",0,"How does the sentence end?

Jimbo was afraid of Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo gets scared around new people.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

The river destroyed the bridge because

OPTIONS: 
- The river
- the bridge
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The river was high.

How does the sentence end?

Our professor told the TA that

OPTIONS: 
- Our professor
- the TA
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the TA could have the day off.

How does the sentence end?

John ridiculed Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill was a big help.

How does the sentence end ?

Fred is the only man still alive who remembers my great-grandfather.

OPTIONS: 
- Fred is a remarkable man.
- My great-grandfather is a remarkable man.
Thought: Use similar thought as before.
Output: ",fred is a remarkable man,fred is a remarkable man,True,5
Fred is the only man still alive who remembers my great-grandfather.,He,was a remarkable man.,"Fred,My great-grandfather",1,"How does the sentence end?

The zombies chased the survivors because

OPTIONS: 
- The zombies
- the survivors
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the survivors were tasty.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jack is a good samaritan.

How does the sentence end?

The government tried to free the journalists from North Korea, but

OPTIONS: 
- The government
- the journalists
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the journalists were held captive.

How does the sentence end?

The police arrested 700 protesters in New York since

OPTIONS: 
- The police
- 700 protesters
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police tried to block traffic on the Manhattan bridge.

How does the sentence end?

Males always outnumber females at Comic Con since

OPTIONS: 
- Males
- females
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Males are generally more interested in games and comics.

How does the sentence end ?

Fred is the only man still alive who remembers my great-grandfather.

OPTIONS: 
- Fred was a remarkable man.
- My great-grandfather was a remarkable man.
Thought: Use similar thought as before.
Output: ",fred was a remarkable man,my greatgrandfather was a remarkable man,False,5
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve years old.,"Fred,My father",0,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Spiderman is a good guy.

How does the sentence end?

Keith fired Blaine even though

OPTIONS: 
- Keith
- Blaine
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Blaine is diligent.

How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the dog was a good companion.

How does the sentence end?

James always gives orders to Owen because

OPTIONS: 
- James
- Owen
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: James is very bossy.

How does the sentence end?

Anna tucked Olivia into bed because

OPTIONS: 
- Anna
- Olivia
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Anna was caring.

How does the sentence end ?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

OPTIONS: 
- Fred was twelve years old.
- My father was twelve years old.
Thought: Use similar thought as before.
Output: ",fred was twelve years old,fred was twelve years old,True,5
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve months old.,"Fred,My father",1,"How does the sentence end?

The boy ran from the cop because

OPTIONS: 
- The boy
- the cop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the cop saw the crime.

How does the sentence end?

Todd told Bill that

OPTIONS: 
- Todd
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill should run the presidency race.

How does the sentence end?

A monkey ate a lizard and

OPTIONS: 
- A monkey
- a lizard
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: A monkey licked its lips.

How does the sentence end?

Lions love gazelles because

OPTIONS: 
- Lions
- gazelles
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: gazelles are delicious.

How does the sentence end?

Hulu has had tremendous growth of subscribers over traditional cable provider Dish Network since

OPTIONS: 
- Hulu
- Dish Network
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Dish Network are charging too much for their plan.

How does the sentence end ?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

OPTIONS: 
- Fred was twelve months old.
- My father was twelve months old.
Thought: Use similar thought as before.
Output: ",fred was twelve months old,my father was twelve months old,False,5
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were defeated within weeks.,"Kamchatka,Yakutsk",0,"How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The kitten was bored.

How does the sentence end?

Mary lied to Sue and

OPTIONS: 
- Mary
- Sue
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary asked for forgiveness.

How does the sentence end?

The couple took the car to the shop on Tuesday, but

OPTIONS: 
- The couple
- the shop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The couple will not have to pay until next week.

How does the sentence end?

Doctor Conrad Murray is accused of negligence in Michael Jackson's death because

OPTIONS: 
- Doctor Conrad Murray
- Michael Jackson
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael Jackson overdosed on drugs when the doctor was present.

How does the sentence end?

Snooki got angry at Kendra since

OPTIONS: 
- Snooki
- Kendra
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kendra would not emotionally support her in her time of need.

How does the sentence end ?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

OPTIONS: 
- Kamchatka were defeated within weeks.
- Yakutsk were defeated within weeks.
Thought: Use similar thought as before.
Output: ",kamchatka were defeated within weeks,kamchatka were defeated within weeks,True,5
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were victorious within weeks.,"Kamchatka,Yakutsk",1,"How does the sentence end?

The team decided to cancel their relations with AT&T Corporate because

OPTIONS: 
- The team
- ATT Corporate
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The team ran out of money.

How does the sentence end?

The infection spread throughout the building because

OPTIONS: 
- The infection
- the building
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The infection was airborne.

How does the sentence end?

The mysterious creature is drinking whiskey because

OPTIONS: 
- The mysterious creature
- whiskey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: whiskey tastes good.

How does the sentence end?

Apple defeated Microsoft in the war because

OPTIONS: 
- Apple
- Microsoft
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Apple were creative.

How does the sentence end?

Kim Kardashian has already followed in the steps of Demi Moore and getting divorced, but

OPTIONS: 
- Kim Kardashian
- Demi Moore
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Demi Moore would not want people to experience her same sadness.

How does the sentence end ?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

OPTIONS: 
- Kamchatka were victorious within weeks.
- Yakutsk were victorious within weeks.
Thought: Use similar thought as before.
Output: ",yakutsk were victorious within weeks,yakutsk were victorious within weeks,True,5
Look! There is a minnow swimming right below that duck!,It,had better get away to safety fast!,"The minnow,The duck",0,"How does the sentence end?

John asked the scientist what

OPTIONS: 
- John
- the scientist
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John could do to help.

How does the sentence end?

Steve loved Bush but

OPTIONS: 
- Steve
- Bush
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Steve did not tell.

How does the sentence end?

Seth is a smarter than Sai, and consequently

OPTIONS: 
- Seth
- Sai
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sai did worse in the job interview.

How does the sentence end?

T-Mobile's data plan is better than AT&T's data plan since

OPTIONS: 
- TMobile
- ATT
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: ATT throttles user for excessive data usage.

How does the sentence end?

The police arrested the criminals since

OPTIONS: 
- The police
- the criminals
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the criminals break the law.

How does the sentence end ?

Look! There is a minnow swimming right below that duck!

OPTIONS: 
- The minnow had better get away to safety fast!
- The duck had better get away to safety fast!
Thought: Use similar thought as before.
Output: ",the minnow had better get away to safety fast,the minnow had better get away to safety fast,True,5
Look! There is a shark swimming right below that duck!,It,had better get away to safety fast!,"The shark,The duck",1,"How does the sentence end?

Kurt flew in Alex's plane, and

OPTIONS: 
- Kurt
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Alex asked him to come again.

How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the yarn was fun.

How does the sentence end?

James cheated off Henry's test, and the Teacher told

OPTIONS: 
- James
- Henry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Henry .

How does the sentence end?

George talked to Bill because

OPTIONS: 
- George
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: George was nervous.

How does the sentence end?

The mouse ran from the cat all the way to the kitchen because

OPTIONS: 
- The mouse
- the cat
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the cat chased him.

How does the sentence end ?

Look! There is a shark swimming right below that duck!

OPTIONS: 
- The shark had better get away to safety fast!
- The duck had better get away to safety fast!
Thought: Use similar thought as before.
Output: ",the duck had better get away to safety fast,the duck had better get away to safety fast,True,5
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for evidence on the river banks.,"Archaeologists,Prehistoric humans",0,"How does the sentence end?

The zombies chased the survivors because

OPTIONS: 
- The zombies
- the survivors
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the survivors were tasty.

How does the sentence end?

The striker scored on the goalie because

OPTIONS: 
- The striker
- the goalie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the goalie was caught off guard.

How does the sentence end?

The authorities detained the hikers because

OPTIONS: 
- The authorities
- the hikers
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The authorities were prejudiced.

How does the sentence end?

Steve Ballmer took over as CEO of Microsoft after Bill Gates because

OPTIONS: 
- Steve Ballmer
- Bill Gates
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill Gates retired.

How does the sentence end?

The mother encouraged her daughter to sing a difficult song so

OPTIONS: 
- The mother
- her daughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The mother could see her become better.

How does the sentence end ?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

OPTIONS: 
- Archaeologists hunted for evidence on the river banks.
- Prehistoric humans hunted for evidence on the river banks.
Thought: Use similar thought as before.
Output: ",archaeologists hunted for evidence on the river banks,archaeologists hunted for evidence on the river banks,True,5
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for deer on the river banks.,"Archaeologists,Prehistoric humans",1,"How does the sentence end?

Fred drove to Mack's tire shop, and

OPTIONS: 
- Fred
- Mack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mack sold a tire.

How does the sentence end?

The school denied parents parking permits because

OPTIONS: 
- The school
- parents
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The school did not want the parking lots to be over crowded with cars.

How does the sentence end?

Sally gave Kelly a doll because

OPTIONS: 
- Sally
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kelly loved dolls.

How does the sentence end?

Adam defeated Brandon in a fight because

OPTIONS: 
- Adam
- Brandon
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Adam was stronger.

How does the sentence end?

The University declared holiday to students because

OPTIONS: 
- The University
- students
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The University were worried about them.

How does the sentence end ?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

OPTIONS: 
- Archaeologists hunted for deer on the river banks.
- Prehistoric humans hunted for deer on the river banks.
Thought: Use similar thought as before.
Output: ",prehistoric humans hunted for deer on the river banks,prehistoric humans hunted for deer on the river banks,True,5
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,began two years ago.,"The scientists,The fish",0,"How does the sentence end?

The army crossed the river because

OPTIONS: 
- The army
- the river
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The army was retreating.

How does the sentence end?

The infection spread throughout the building because

OPTIONS: 
- The infection
- the building
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the building was ventilated.

How does the sentence end?

Excalibur spent time with the stone because

OPTIONS: 
- Excalibur
- the stone
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the stone was very smooth and sturdy.

How does the sentence end?

The employer let John have the assignment even though

OPTIONS: 
- The employer
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John did not want it.

How does the sentence end?

Emma did not pass the ball to Janie, although

OPTIONS: 
- Emma
- Janie
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Janie was open.

How does the sentence end ?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

OPTIONS: 
- The scientists began two years ago.
- The fish began two years ago.
Thought: Use similar thought as before.
Output: ",the scientists began two years ago,the scientists began two years ago,True,5
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,appeared two years ago.,"The scientists,The fish",1,"How does the sentence end?

Mr. Sanders gave James a promotion because

OPTIONS: 
- Mr Sanders
- James
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: James has done good work.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police were preventing trouble.

How does the sentence end?

The lumberjacks cut the trees so

OPTIONS: 
- The lumberjacks
- the trees
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the trees could be sold.

How does the sentence end?

The cops maced the protesters because

OPTIONS: 
- The cops
- the protesters
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the protesters do not blindly follow orders.

How does the sentence end?

Pizza hut pizzas are tastier than Papa John pizzas because

OPTIONS: 
- Pizza
- Papa John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Pizza give more ingredients and cheeses.

How does the sentence end ?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

OPTIONS: 
- The scientists appeared two years ago.
- The fish appeared two years ago.
Thought: Use similar thought as before.
Output: ",the fish appeared two years ago,the fish appeared two years ago,True,5
The journalists interviewed the stars of the new movie.,They,"were very persistent, so the interview lasted for a long time.","The journalists,The stars",0,"How does the sentence end?

Allen chased the leprechaun because

OPTIONS: 
- Allen
- the leprechaun
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the leprechaun had a pot of gold.

How does the sentence end?

Mark tackled the quarterback, but

OPTIONS: 
- Mark
- the quarterback
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mark was penalized.

How does the sentence end?

Chuck Norris can beat any man in a fight, unless

OPTIONS: 
- Chuck Norris
- any man
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Chuck Norris is tied up and blindfolded.

How does the sentence end?

The listener did not complain about the singer because

OPTIONS: 
- The listener
- the singer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the singer was autotuned.

How does the sentence end?

Frosted Flakes is tastier than Fiber One because

OPTIONS: 
- Frosted Flakes
- Fiber One
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Fiber One taste bland due to the fiber.

How does the sentence end ?

The journalists interviewed the stars of the new movie.

OPTIONS: 
- The journalists were very persistent, so the interview lasted for a long time.
- The stars were very persistent, so the interview lasted for a long time.
Thought: Use similar thought as before.
Output: ",the journalists were very persistent so the interview lasted for a long time,the journalists were very persistent so the interview lasted for a long time,True,5
The journalists interviewed the stars of the new movie.,They,"were very cooperative, so the interview lasted for a long time.","The journalists,The stars",1,"How does the sentence end?

I chopped down the tree with my axe because

OPTIONS: 
- the tree
- my axe
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: my axe was sharp.

How does the sentence end?

Medvedev will cede the presidency to Putin because

OPTIONS: 
- Medvedev
- Putin
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Medvedev is less popular.

How does the sentence end?

The river destroyed the bridge because

OPTIONS: 
- The river
- the bridge
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the bridge was low.

How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the beggar was too persistent.

How does the sentence end?

The music player did not open the file because

OPTIONS: 
- The music player
- the file
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the file was in the wrong format.

How does the sentence end ?

The journalists interviewed the stars of the new movie.

OPTIONS: 
- The journalists were very cooperative, so the interview lasted for a long time.
- The stars were very cooperative, so the interview lasted for a long time.
Thought: Use similar thought as before.
Output: ",the stars were very cooperative so the interview lasted for a long time,the stars were very cooperative so the interview lasted for a long time,True,5
